state,yr,qtr,index_nsa,index_sa,Warning
MN,1991,2,99.32,98.74,
MN,1991,3,99.95,99.20,
MN,1991,4,100.34,100.25,
MN,1992,1,101.12,101.15,
MN,1992,2,102.66,102.07,
MN,1992,3,104.17,103.37,
MN,1992,4,104.43,104.32,
MN,1993,1,105.36,105.46,
MN,1993,2,107.55,106.90,
MN,1993,3,109.05,108.17,
MN,1993,4,109.48,109.33,
MN,1994,1,111.05,111.27,
MN,1994,2,112.83,112.14,
MN,1994,3,113.51,112.53,
MN,1994,4,113.75,113.60,
MN,1995,1,113.70,114.02,
MN,1995,2,116.16,115.43,
MN,1995,3,118.44,117.32,
MN,1995,4,118.96,118.80,
MN,1996,1,119.58,120.01,
MN,1996,2,122.49,121.71,
MN,1996,3,123.61,122.34,
MN,1996,4,124.32,124.22,
MN,1997,1,124.78,125.29,
MN,1997,2,126.87,126.02,
MN,1997,3,128.89,127.47,
MN,1997,4,128.52,128.49,
MN,1998,1,130.05,130.64,
MN,1998,2,133.74,132.78,
MN,1998,3,137.47,135.86,
MN,1998,4,139.05,139.16,
MN,1999,1,141.35,142.02,
MN,1999,2,147.52,146.39,
MN,1999,3,151.51,149.68,
MN,1999,4,153.11,153.33,
MN,2000,1,157.24,158.01,
MN,2000,2,163.68,162.35,
MN,2000,3,168.65,166.57,
MN,2000,4,171.27,171.60,
MN,2001,1,175.45,176.31,
MN,2001,2,182.77,181.23,
MN,2001,3,188.08,185.80,
MN,2001,4,188.81,189.18,
MN,2002,1,192.31,193.23,
MN,2002,2,199.88,198.19,
MN,2002,3,205.17,202.72,
MN,2002,4,206.50,206.88,
MN,2003,1,210.44,211.41,
MN,2003,2,216.77,214.95,
MN,2003,3,221.19,218.63,
MN,2003,4,223.80,224.19,
MN,2004,1,226.51,227.50,
MN,2004,2,232.77,230.79,
MN,2004,3,237.80,235.13,
MN,2004,4,238.00,238.43,
MN,2005,1,240.06,241.06,
MN,2005,2,246.70,244.57,
MN,2005,3,250.66,247.85,
MN,2005,4,250.52,251.02,
MN,2006,1,250.05,251.12,
MN,2006,2,253.18,250.92,
MN,2006,3,252.06,249.22,
MN,2006,4,248.17,248.52,
MN,2007,1,249.05,250.52,
MN,2007,2,250.48,248.07,
MN,2007,3,246.84,243.97,
MN,2007,4,237.96,237.98,
MN,2008,1,231.84,233.88,
MN,2008,2,229.57,227.22,
MN,2008,3,225.94,223.12,
MN,2008,4,215.72,215.26,
MN,2009,1,215.22,218.03,
MN,2009,2,216.99,214.62,
MN,2009,3,214.30,211.28,
MN,2009,4,212.21,211.39,
MN,2010,1,204.90,208.43,
MN,2010,2,211.81,209.38,
MN,2010,3,208.96,205.60,
MN,2010,4,204.73,203.78,
MN,2011,1,190.89,194.82,
MN,2011,2,195.59,193.15,
MN,2011,3,198.11,194.61,
MN,2011,4,196.55,195.79,
MN,2012,1,191.62,195.86,
MN,2012,2,202.11,199.36,
MN,2012,3,207.00,203.14,
MN,2012,4,206.81,206.41,
MN,2013,1,206.58,211.07,
MN,2013,2,217.19,213.96,
MN,2013,3,223.57,219.40,
MN,2013,4,219.56,219.73,
MN,2014,1,219.40,223.68,
MN,2014,2,229.00,225.37,
MN,2014,3,229.39,225.28,
MN,2014,4,227.40,228.18,
MN,2015,1,224.87,228.61,
MN,2015,2,238.37,234.38,
MN,2015,3,240.26,236.32,
MN,2015,4,239.21,240.47,
MN,2016,1,240.13,243.43,
MN,2016,2,250.60,246.37,
MN,2016,3,254.74,250.93,
MN,2016,4,252.74,254.35,
MN,2017,1,256.25,259.05,
MN,2017,2,267.09,262.72,
MN,2017,3,269.89,266.16,
MN,2017,4,268.35,270.22,
MN,2018,1,273.41,275.81,
MN,2018,2,283.93,279.48,
MN,2018,3,287.21,283.45,
MN,2018,4,283.46,285.56,
MN,2019,1,289.87,291.95,
MN,2019,2,297.77,293.22,
MN,2019,3,300.80,297.06,
MN,2019,4,299.84,302.07,
MN,2020,1,304.25,306.26,
MN,2020,2,314.74,309.87,
MN,2020,3,322.68,318.86,
MN,2020,4,328.06,330.47,
MN,2021,1,338.79,340.97,
MN,2021,2,361.48,355.81,
MN,2021,3,368.19,363.95,
MN,2021,4,370.57,373.26,
MN,2022,1,382.29,384.83,
MN,2022,2,402.58,396.11,
MO,1991,1,100.00,100.00,
MO,1991,2,100.93,100.42,
MO,1991,3,101.29,100.37,
MO,1991,4,102.12,101.80,
MO,1992,1,102.44,102.43,
MO,1992,2,103.32,102.81,
MO,1992,3,104.16,103.21,
MO,1992,4,104.21,103.90,
MO,1993,1,103.93,103.91,
MO,1993,2,106.31,105.78,
MO,1993,3,108.33,107.33,
MO,1993,4,109.00,108.70,
MO,1994,1,110.43,110.39,
MO,1994,2,112.14,111.58,
MO,1994,3,113.91,112.87,
MO,1994,4,113.95,113.67,
MO,1995,1,115.01,114.94,
MO,1995,2,116.65,116.03,
MO,1995,3,118.64,117.58,
MO,1995,4,119.04,118.77,
MO,1996,1,119.59,119.49,
MO,1996,2,122.09,121.42,
MO,1996,3,123.15,122.09,
MO,1996,4,123.72,123.45,
MO,1997,1,124.94,124.83,
MO,1997,2,125.65,124.90,
MO,1997,3,126.95,125.92,
MO,1997,4,127.48,127.18,
MO,1998,1,128.79,128.71,
MO,1998,2,131.13,130.27,
MO,1998,3,133.13,132.10,
MO,1998,4,134.53,134.20,
MO,1999,1,136.34,136.33,
MO,1999,2,138.97,137.96,
MO,1999,3,140.93,139.86,
MO,1999,4,141.44,141.08,
MO,2000,1,143.05,143.11,
MO,2000,2,147.00,145.89,
MO,2000,3,148.18,147.03,
MO,2000,4,150.07,149.70,
MO,2001,1,150.89,151.01,
MO,2001,2,155.45,154.25,
MO,2001,3,157.46,156.21,
MO,2001,4,158.40,158.02,
MO,2002,1,159.48,159.65,
MO,2002,2,162.79,161.54,
MO,2002,3,164.86,163.44,
MO,2002,4,166.36,166.04,
MO,2003,1,168.19,168.38,
MO,2003,2,171.27,169.96,
MO,2003,3,174.54,172.88,
MO,2003,4,175.79,175.60,
MO,2004,1,178.28,178.52,
MO,2004,2,181.71,180.34,
MO,2004,3,184.37,182.35,
MO,2004,4,185.67,185.68,
MO,2005,1,187.06,187.45,
MO,2005,2,192.62,191.04,
MO,2005,3,196.00,193.57,
MO,2005,4,196.16,196.45,
MO,2006,1,198.51,199.13,
MO,2006,2,201.49,199.60,
MO,2006,3,204.00,201.22,
MO,2006,4,201.75,202.32,
MO,2007,1,202.85,203.77,
MO,2007,2,205.26,203.04,
MO,2007,3,205.89,202.85,
MO,2007,4,199.24,200.04,
MO,2008,1,194.56,195.68,
MO,2008,2,197.78,195.44,
MO,2008,3,195.04,191.93,
MO,2008,4,188.51,189.40,
MO,2009,1,189.17,190.55,
MO,2009,2,190.87,188.43,
MO,2009,3,190.12,186.92,
MO,2009,4,186.95,187.93,
MO,2010,1,182.17,183.67,
MO,2010,2,188.48,185.99,
MO,2010,3,184.96,181.73,
MO,2010,4,176.25,177.16,
MO,2011,1,172.39,173.98,
MO,2011,2,175.56,173.19,
MO,2011,3,178.25,175.10,
MO,2011,4,174.64,175.44,
MO,2012,1,174.78,176.53,
MO,2012,2,179.71,177.28,
MO,2012,3,180.77,177.58,
MO,2012,4,178.89,179.57,
MO,2013,1,179.99,181.92,
MO,2013,2,185.70,183.15,
MO,2013,3,188.34,185.16,
MO,2013,4,184.86,185.39,
MO,2014,1,184.66,186.67,
MO,2014,2,191.88,189.20,
MO,2014,3,193.84,190.77,
MO,2014,4,192.68,193.10,
MO,2015,1,191.11,193.09,
MO,2015,2,199.04,196.28,
MO,2015,3,201.37,198.40,
MO,2015,4,201.06,201.37,
MO,2016,1,204.01,205.97,
MO,2016,2,207.84,205.01,
MO,2016,3,211.69,208.80,
MO,2016,4,211.65,211.89,
MO,2017,1,211.86,213.59,
MO,2017,2,221.38,218.55,
MO,2017,3,223.16,220.34,
MO,2017,4,222.40,222.52,
MO,2018,1,226.13,227.79,
MO,2018,2,232.45,229.53,
MO,2018,3,236.96,234.13,
MO,2018,4,236.51,236.66,
MO,2019,1,237.77,239.28,
MO,2019,2,245.19,242.15,
MO,2019,3,247.79,244.92,
MO,2019,4,251.80,252.06,
MO,2020,1,253.88,255.39,
MO,2020,2,261.24,257.84,
MO,2020,3,271.81,268.79,
MO,2020,4,278.58,279.05,
MO,2021,1,286.93,288.46,
MO,2021,2,305.47,301.41,
MO,2021,3,315.26,311.80,
MO,2021,4,320.04,320.75,
MO,2022,1,334.28,336.03,
MO,2022,2,353.88,348.97,
MS,1991,1,100.00,100.00,
MS,1991,2,98.94,99.13,
MS,1991,3,98.96,99.55,
MS,1991,4,100.44,101.03,
MS,1992,1,103.38,103.46,
MS,1992,2,103.69,103.88,
MS,1992,3,103.56,104.14,
MS,1992,4,103.89,104.43,
MS,1993,1,105.20,105.44,
MS,1993,2,106.37,106.54,
MS,1993,3,107.77,108.29,
MS,1993,4,109.31,109.81,
MS,1994,1,111.11,111.55,
MS,1994,2,113.25,113.40,
MS,1994,3,113.88,114.30,
MS,1994,4,115.37,115.86,
MS,1995,1,115.76,116.41,
MS,1995,2,117.73,117.84,
MS,1995,3,118.86,119.21,
MS,1995,4,119.97,120.48,
MS,1996,1,120.11,120.91,
MS,1996,2,121.69,121.77,
MS,1996,3,124.17,124.43,
MS,1996,4,124.30,124.89,
MS,1997,1,124.70,125.59,
MS,1997,2,126.47,126.52,
MS,1997,3,126.83,126.98,
MS,1997,4,127.28,128.00,
MS,1998,1,129.26,130.21,
MS,1998,2,131.32,131.33,
MS,1998,3,132.04,132.10,
MS,1998,4,133.80,134.66,
MS,1999,1,135.34,136.32,
MS,1999,2,137.49,137.50,
MS,1999,3,138.56,138.58,
MS,1999,4,137.65,138.55,
MS,2000,1,138.81,139.83,
MS,2000,2,141.78,141.85,
MS,2000,3,143.04,143.01,
MS,2000,4,142.01,142.90,
MS,2001,1,142.53,143.59,
MS,2001,2,144.87,145.02,
MS,2001,3,146.34,146.28,
MS,2001,4,146.94,147.81,
MS,2002,1,147.25,148.32,
MS,2002,2,147.51,147.74,
MS,2002,3,150.30,150.26,
MS,2002,4,151.85,152.67,
MS,2003,1,152.56,153.66,
MS,2003,2,153.95,154.21,
MS,2003,3,155.22,155.28,
MS,2003,4,155.06,155.81,
MS,2004,1,156.90,158.01,
MS,2004,2,160.35,160.60,
MS,2004,3,162.36,162.53,
MS,2004,4,162.42,163.10,
MS,2005,1,165.59,166.93,
MS,2005,2,168.81,168.88,
MS,2005,3,173.10,173.35,
MS,2005,4,178.21,178.84,
MS,2006,1,180.14,181.96,
MS,2006,2,186.30,186.13,
MS,2006,3,188.74,188.91,
MS,2006,4,191.64,192.18,
MS,2007,1,194.52,197.14,
MS,2007,2,195.58,195.09,
MS,2007,3,193.86,193.68,
MS,2007,4,194.12,194.68,
MS,2008,1,189.85,193.08,
MS,2008,2,192.53,191.78,
MS,2008,3,186.60,186.01,
MS,2008,4,187.35,187.92,
MS,2009,1,177.77,181.41,
MS,2009,2,183.14,182.20,
MS,2009,3,184.03,183.03,
MS,2009,4,178.03,178.78,
MS,2010,1,173.24,177.06,
MS,2010,2,177.64,176.57,
MS,2010,3,178.08,176.92,
MS,2010,4,172.83,173.80,
MS,2011,1,168.55,172.16,
MS,2011,2,174.19,173.08,
MS,2011,3,173.92,172.81,
MS,2011,4,175.35,176.72,
MS,2012,1,170.76,173.89,
MS,2012,2,174.92,173.79,
MS,2012,3,177.60,176.88,
MS,2012,4,175.03,176.52,
MS,2013,1,177.16,179.72,
MS,2013,2,181.90,180.85,
MS,2013,3,178.86,178.64,
MS,2013,4,177.10,178.61,
MS,2014,1,178.02,179.95,
MS,2014,2,181.71,180.83,
MS,2014,3,182.35,182.63,
MS,2014,4,180.92,182.29,
MS,2015,1,184.46,185.98,
MS,2015,2,186.54,185.90,
MS,2015,3,185.88,186.49,
MS,2015,4,188.89,190.04,
MS,2016,1,189.05,190.38,
MS,2016,2,191.79,191.37,
MS,2016,3,191.87,192.72,
MS,2016,4,194.48,195.31,
MS,2017,1,193.88,195.21,
MS,2017,2,196.35,196.24,
MS,2017,3,198.97,199.72,
MS,2017,4,194.85,195.48,
MS,2018,1,200.13,201.59,
MS,2018,2,203.46,203.64,
MS,2018,3,202.70,203.19,
MS,2018,4,206.56,207.15,
MS,2019,1,205.27,206.89,
MS,2019,2,209.03,209.46,
MS,2019,3,211.63,211.85,
MS,2019,4,211.87,212.37,
MS,2020,1,216.31,218.20,
MS,2020,2,219.71,220.34,
MS,2020,3,226.86,226.83,
MS,2020,4,229.80,230.27,
MS,2021,1,235.44,237.64,
MS,2021,2,246.40,247.28,
MS,2021,3,257.80,257.58,
MS,2021,4,269.65,270.06,
MS,2022,1,274.84,277.59,
MS,2022,2,286.67,287.82,
MT,1991,1,100.00,100.00,
MT,1991,2,104.22,103.60,
MT,1991,3,106.71,106.24,
MT,1991,4,110.85,109.66,
MT,1992,1,111.65,111.66,
MT,1992,2,113.96,113.32,
MT,1992,3,117.64,116.99,
MT,1992,4,121.30,120.07,
MT,1993,1,124.35,124.40,
MT,1993,2,129.03,128.35,
MT,1993,3,131.87,130.89,
MT,1993,4,136.64,135.50,
MT,1994,1,137.35,137.40,
MT,1994,2,145.19,144.42,
MT,1994,3,143.72,142.41,
MT,1994,4,146.76,145.81,
MT,1995,1,147.47,147.50,
MT,1995,2,149.72,148.89,
MT,1995,3,154.62,153.00,
MT,1995,4,153.66,152.96,
MT,1996,1,153.67,153.66,
MT,1996,2,157.35,156.42,
MT,1996,3,159.88,158.07,
MT,1996,4,158.47,157.96,
MT,1997,1,161.14,161.09,
MT,1997,2,160.87,159.87,
MT,1997,3,160.69,158.79,
MT,1997,4,161.22,160.87,
MT,1998,1,162.67,162.56,
MT,1998,2,164.04,162.92,
MT,1998,3,165.56,163.69,
MT,1998,4,165.52,165.19,
MT,1999,1,165.55,165.40,
MT,1999,2,169.65,168.44,
MT,1999,3,173.17,171.30,
MT,1999,4,172.01,171.58,
MT,2000,1,173.40,173.34,
MT,2000,2,176.02,174.71,
MT,2000,3,179.16,177.20,
MT,2000,4,178.45,177.96,
MT,2001,1,184.55,184.69,
MT,2001,2,186.14,184.65,
MT,2001,3,186.88,184.72,
MT,2001,4,189.78,189.31,
MT,2002,1,192.66,193.09,
MT,2002,2,196.08,194.20,
MT,2002,3,201.45,199.12,
MT,2002,4,203.25,202.83,
MT,2003,1,205.19,205.81,
MT,2003,2,214.39,212.10,
MT,2003,3,220.15,217.58,
MT,2003,4,221.74,221.40,
MT,2004,1,223.47,224.32,
MT,2004,2,235.54,232.70,
MT,2004,3,241.45,238.74,
MT,2004,4,244.05,243.80,
MT,2005,1,249.44,250.24,
MT,2005,2,262.98,259.79,
MT,2005,3,267.87,264.93,
MT,2005,4,273.76,273.66,
MT,2006,1,282.70,283.21,
MT,2006,2,291.84,288.46,
MT,2006,3,298.64,295.51,
MT,2006,4,300.79,300.80,
MT,2007,1,304.46,304.34,
MT,2007,2,314.16,311.17,
MT,2007,3,314.96,311.47,
MT,2007,4,315.15,315.27,
MT,2008,1,314.85,314.30,
MT,2008,2,311.93,309.44,
MT,2008,3,312.71,309.14,
MT,2008,4,299.16,299.18,
MT,2009,1,304.54,303.85,
MT,2009,2,300.65,298.56,
MT,2009,3,301.51,298.04,
MT,2009,4,296.73,296.59,
MT,2010,1,295.29,294.59,
MT,2010,2,293.21,291.19,
MT,2010,3,290.69,287.67,
MT,2010,4,278.25,277.75,
MT,2011,1,273.14,272.53,
MT,2011,2,284.55,282.59,
MT,2011,3,283.54,280.89,
MT,2011,4,285.38,284.59,
MT,2012,1,284.98,284.36,
MT,2012,2,290.08,287.97,
MT,2012,3,291.87,289.52,
MT,2012,4,300.31,299.16,
MT,2013,1,305.72,305.10,
MT,2013,2,307.47,305.17,
MT,2013,3,308.88,306.60,
MT,2013,4,312.54,311.22,
MT,2014,1,314.27,313.70,
MT,2014,2,319.76,317.30,
MT,2014,3,325.35,322.88,
MT,2014,4,324.31,322.96,
MT,2015,1,328.55,328.22,
MT,2015,2,333.08,330.45,
MT,2015,3,336.08,333.04,
MT,2015,4,337.53,336.35,
MT,2016,1,340.30,340.59,
MT,2016,2,346.26,343.06,
MT,2016,3,349.92,346.29,
MT,2016,4,359.28,358.32,
MT,2017,1,355.40,356.41,
MT,2017,2,368.09,364.11,
MT,2017,3,373.71,369.57,
MT,2017,4,375.06,374.16,
MT,2018,1,380.54,382.38,
MT,2018,2,389.16,384.32,
MT,2018,3,396.46,391.86,
MT,2018,4,394.99,394.29,
MT,2019,1,392.21,394.42,
MT,2019,2,415.05,409.56,
MT,2019,3,416.44,411.55,
MT,2019,4,418.51,417.84,
MT,2020,1,437.35,440.06,
MT,2020,2,437.51,431.41,
MT,2020,3,461.06,455.74,
MT,2020,4,482.32,481.73,
MT,2021,1,504.34,507.18,
MT,2021,2,544.79,537.20,
MT,2021,3,579.62,573.32,
MT,2021,4,600.19,599.20,
MT,2022,1,632.05,635.40,
MT,2022,2,680.29,670.97,
NC,1991,1,100.00,100.00,
NC,1991,2,100.35,100.08,
NC,1991,3,100.19,99.80,
NC,1991,4,101.62,101.03,
NC,1992,1,101.93,101.93,
NC,1992,2,102.29,102.01,
NC,1992,3,103.80,103.37,
NC,1992,4,104.74,104.16,
NC,1993,1,104.09,104.07,
NC,1993,2,105.90,105.62,
NC,1993,3,107.08,106.57,
NC,1993,4,108.36,107.84,
NC,1994,1,109.41,109.39,
NC,1994,2,111.38,111.06,
NC,1994,3,113.31,112.73,
NC,1994,4,114.71,114.24,
NC,1995,1,115.42,115.39,
NC,1995,2,116.72,116.35,
NC,1995,3,118.32,117.66,
NC,1995,4,119.36,118.97,
NC,1996,1,120.79,120.76,
NC,1996,2,122.18,121.72,
NC,1996,3,124.19,123.50,
NC,1996,4,124.53,124.19,
NC,1997,1,125.65,125.63,
NC,1997,2,127.83,127.29,
NC,1997,3,128.59,127.85,
NC,1997,4,129.77,129.49,
NC,1998,1,130.56,130.54,
NC,1998,2,132.38,131.75,
NC,1998,3,134.03,133.26,
NC,1998,4,134.92,134.70,
NC,1999,1,136.15,136.12,
NC,1999,2,138.41,137.73,
NC,1999,3,139.62,138.79,
NC,1999,4,140.72,140.58,
NC,2000,1,141.15,141.06,
NC,2000,2,143.52,142.81,
NC,2000,3,145.47,144.59,
NC,2000,4,145.74,145.67,
NC,2001,1,147.17,147.01,
NC,2001,2,148.75,148.02,
NC,2001,3,149.70,148.78,
NC,2001,4,149.27,149.27,
NC,2002,1,151.10,150.85,
NC,2002,2,152.46,151.72,
NC,2002,3,154.12,153.20,
NC,2002,4,154.50,154.51,
NC,2003,1,156.11,155.80,
NC,2003,2,157.52,156.76,
NC,2003,3,158.81,157.92,
NC,2003,4,159.27,159.24,
NC,2004,1,161.15,160.82,
NC,2004,2,165.23,164.43,
NC,2004,3,166.42,165.52,
NC,2004,4,168.72,168.63,
NC,2005,1,172.07,171.85,
NC,2005,2,175.34,174.35,
NC,2005,3,178.91,177.98,
NC,2005,4,181.97,181.86,
NC,2006,1,185.79,185.76,
NC,2006,2,189.29,188.01,
NC,2006,3,192.43,191.37,
NC,2006,4,195.79,195.69,
NC,2007,1,197.41,197.72,
NC,2007,2,200.23,198.54,
NC,2007,3,201.56,200.43,
NC,2007,4,199.37,199.21,
NC,2008,1,198.13,198.92,
NC,2008,2,201.68,199.68,
NC,2008,3,197.10,195.87,
NC,2008,4,191.56,191.27,
NC,2009,1,195.05,196.45,
NC,2009,2,194.56,192.29,
NC,2009,3,191.66,190.32,
NC,2009,4,187.48,187.14,
NC,2010,1,182.69,184.41,
NC,2010,2,185.13,182.83,
NC,2010,3,180.70,179.19,
NC,2010,4,180.58,180.30,
NC,2011,1,171.06,172.96,
NC,2011,2,174.58,172.27,
NC,2011,3,174.49,172.84,
NC,2011,4,174.45,174.38,
NC,2012,1,170.15,172.06,
NC,2012,2,175.14,172.82,
NC,2012,3,175.53,173.66,
NC,2012,4,173.51,173.70,
NC,2013,1,177.23,179.13,
NC,2013,2,181.11,178.64,
NC,2013,3,183.34,181.29,
NC,2013,4,181.66,182.24,
NC,2014,1,181.63,183.22,
NC,2014,2,188.66,186.17,
NC,2014,3,188.03,185.91,
NC,2014,4,186.54,187.39,
NC,2015,1,190.06,191.37,
NC,2015,2,196.21,193.69,
NC,2015,3,199.42,197.32,
NC,2015,4,198.77,199.78,
NC,2016,1,200.91,201.92,
NC,2016,2,207.37,204.86,
NC,2016,3,210.48,208.51,
NC,2016,4,211.20,212.13,
NC,2017,1,212.16,212.92,
NC,2017,2,222.08,219.58,
NC,2017,3,223.85,222.06,
NC,2017,4,225.05,225.81,
NC,2018,1,230.12,230.67,
NC,2018,2,236.18,233.75,
NC,2018,3,239.27,237.63,
NC,2018,4,239.82,240.38,
NC,2019,1,243.68,244.10,
NC,2019,2,251.07,248.60,
NC,2019,3,253.04,251.54,
NC,2019,4,256.29,256.70,
NC,2020,1,261.68,262.06,
NC,2020,2,266.87,264.27,
NC,2020,3,274.79,273.33,
NC,2020,4,286.45,286.79,
NC,2021,1,298.64,299.03,
NC,2021,2,317.88,314.79,
NC,2021,3,336.33,334.65,
NC,2021,4,347.98,348.26,
NC,2022,1,369.27,369.82,
NC,2022,2,397.89,393.98,
ND,1991,1,100.00,100.00,
ND,1991,2,100.93,100.06,
ND,1991,3,99.68,99.63,
ND,1991,4,100.71,100.69,
ND,1992,1,102.28,102.27,
ND,1992,2,104.29,103.44,
ND,1992,3,103.79,103.68,
ND,1992,4,105.66,105.65,
ND,1993,1,107.06,107.06,
ND,1993,2,110.31,109.53,
ND,1993,3,112.80,112.49,
ND,1993,4,114.08,114.10,
ND,1994,1,115.47,115.50,
ND,1994,2,117.77,117.16,
ND,1994,3,119.08,118.41,
ND,1994,4,119.87,119.94,
ND,1995,1,121.92,122.06,
ND,1995,2,122.93,122.50,
ND,1995,3,120.88,119.84,
ND,1995,4,123.65,123.75,
ND,1996,1,122.89,123.16,
ND,1996,2,124.55,124.27,
ND,1996,3,127.43,126.04,
ND,1996,4,126.23,126.40,
ND,1997,1,126.98,127.34,
ND,1997,2,127.37,127.15,
ND,1997,3,131.32,129.71,
ND,1997,4,128.97,129.26,
ND,1998,1,128.62,128.92,
ND,1998,2,132.15,131.96,
ND,1998,3,135.36,133.69,
ND,1998,4,135.92,136.27,
ND,1999,1,134.96,135.21,
ND,1999,2,136.34,136.08,
ND,1999,3,137.85,136.34,
ND,1999,4,135.94,136.21,
ND,2000,1,139.54,139.73,
ND,2000,2,139.68,139.33,
ND,2000,3,141.35,140.07,
ND,2000,4,138.25,138.34,
ND,2001,1,142.68,142.90,
ND,2001,2,143.30,142.89,
ND,2001,3,143.35,142.22,
ND,2001,4,147.30,147.23,
ND,2002,1,146.79,147.10,
ND,2002,2,150.55,150.08,
ND,2002,3,153.75,152.61,
ND,2002,4,156.83,156.57,
ND,2003,1,157.35,157.95,
ND,2003,2,160.16,159.53,
ND,2003,3,163.24,161.98,
ND,2003,4,164.45,164.12,
ND,2004,1,165.49,166.40,
ND,2004,2,170.78,169.94,
ND,2004,3,175.36,173.83,
ND,2004,4,176.70,176.54,
ND,2005,1,178.79,179.93,
ND,2005,2,184.46,183.36,
ND,2005,3,187.90,186.02,
ND,2005,4,191.12,191.33,
ND,2006,1,189.04,190.30,
ND,2006,2,198.62,197.13,
ND,2006,3,199.79,197.75,
ND,2006,4,199.55,200.07,
ND,2007,1,201.88,203.23,
ND,2007,2,206.43,204.59,
ND,2007,3,209.07,207.11,
ND,2007,4,206.18,206.77,
ND,2008,1,207.71,209.04,
ND,2008,2,212.40,210.35,
ND,2008,3,213.06,211.31,
ND,2008,4,210.36,210.90,
ND,2009,1,208.36,209.57,
ND,2009,2,216.20,214.13,
ND,2009,3,215.73,214.24,
ND,2009,4,214.95,215.18,
ND,2010,1,220.47,221.72,
ND,2010,2,218.03,216.13,
ND,2010,3,216.25,214.89,
ND,2010,4,222.55,222.52,
ND,2011,1,220.97,222.05,
ND,2011,2,225.75,224.21,
ND,2011,3,229.39,227.91,
ND,2011,4,231.72,231.43,
ND,2012,1,234.83,235.80,
ND,2012,2,243.54,242.51,
ND,2012,3,248.57,246.60,
ND,2012,4,253.31,252.97,
ND,2013,1,254.95,255.83,
ND,2013,2,261.24,260.66,
ND,2013,3,269.50,266.99,
ND,2013,4,267.88,267.48,
ND,2014,1,274.37,275.44,
ND,2014,2,277.67,277.24,
ND,2014,3,288.08,284.94,
ND,2014,4,290.96,290.84,
ND,2015,1,293.55,294.84,
ND,2015,2,294.36,293.65,
ND,2015,3,299.06,295.61,
ND,2015,4,297.62,297.85,
ND,2016,1,297.70,299.25,
ND,2016,2,301.59,300.28,
ND,2016,3,304.79,301.21,
ND,2016,4,302.76,303.46,
ND,2017,1,299.23,301.01,
ND,2017,2,307.18,305.16,
ND,2017,3,309.44,305.92,
ND,2017,4,302.68,303.60,
ND,2018,1,303.18,305.28,
ND,2018,2,310.58,308.07,
ND,2018,3,311.26,307.69,
ND,2018,4,309.43,310.51,
ND,2019,1,314.15,316.52,
ND,2019,2,322.58,319.83,
ND,2019,3,321.32,317.60,
ND,2019,4,316.28,317.22,
ND,2020,1,318.65,321.25,
ND,2020,2,325.59,322.97,
ND,2020,3,334.87,330.90,
ND,2020,4,338.31,338.99,
ND,2021,1,341.61,344.55,
ND,2021,2,356.28,353.76,
ND,2021,3,369.61,365.12,
ND,2021,4,374.03,374.31,
ND,2022,1,378.18,381.67,
ND,2022,2,393.61,391.16,
NE,1991,1,100.00,100.00,
NE,1991,2,101.72,101.09,
NE,1991,3,102.16,101.49,
NE,1991,4,102.09,101.75,
NE,1992,1,105.97,105.98,
NE,1992,2,107.12,106.47,
NE,1992,3,109.08,108.32,
NE,1992,4,110.63,110.30,
NE,1993,1,111.95,111.99,
NE,1993,2,114.64,113.93,
NE,1993,3,116.77,115.88,
NE,1993,4,120.05,119.76,
NE,1994,1,119.96,120.04,
NE,1994,2,121.52,120.71,
NE,1994,3,123.94,122.96,
NE,1994,4,123.70,123.46,
NE,1995,1,125.35,125.45,
NE,1995,2,128.47,127.59,
NE,1995,3,129.84,128.76,
NE,1995,4,130.41,130.25,
NE,1996,1,131.36,131.46,
NE,1996,2,134.78,133.80,
NE,1996,3,136.64,135.50,
NE,1996,4,136.58,136.47,
NE,1997,1,138.52,138.58,
NE,1997,2,141.59,140.56,
NE,1997,3,142.72,141.51,
NE,1997,4,144.08,144.01,
NE,1998,1,146.74,146.79,
NE,1998,2,147.52,146.43,
NE,1998,3,148.60,147.33,
NE,1998,4,153.48,153.43,
NE,1999,1,153.62,153.66,
NE,1999,2,155.89,154.78,
NE,1999,3,157.52,156.09,
NE,1999,4,156.49,156.47,
NE,2000,1,157.86,157.94,
NE,2000,2,160.70,159.58,
NE,2000,3,162.14,160.56,
NE,2000,4,161.66,161.67,
NE,2001,1,162.14,162.29,
NE,2001,2,165.43,164.31,
NE,2001,3,167.16,165.39,
NE,2001,4,165.95,166.00,
NE,2002,1,167.94,168.20,
NE,2002,2,170.60,169.46,
NE,2002,3,172.95,170.97,
NE,2002,4,173.16,173.24,
NE,2003,1,174.74,175.15,
NE,2003,2,177.67,176.46,
NE,2003,3,180.15,177.93,
NE,2003,4,179.47,179.57,
NE,2004,1,181.46,182.11,
NE,2004,2,183.35,181.99,
NE,2004,3,188.71,186.24,
NE,2004,4,187.85,187.99,
NE,2005,1,188.75,189.72,
NE,2005,2,190.74,189.10,
NE,2005,3,194.37,191.72,
NE,2005,4,193.06,193.22,
NE,2006,1,192.48,193.84,
NE,2006,2,198.07,196.02,
NE,2006,3,199.22,196.50,
NE,2006,4,196.32,196.47,
NE,2007,1,196.29,198.06,
NE,2007,2,201.21,198.72,
NE,2007,3,200.21,197.53,
